type,category,date,index
input,other_straights,2025-02-01,109.57530948740938
input,field_peas,2025-02-01,105.27470272825764
input,field_beans,2025-02-01,102.31447130789162
input,soya_beans,2025-02-01,99.39453690984892
input,compound_feedingstuffs,2025-02-01,126.73967130297028
input,compound_feedingstuffs_for_cattle_and_calves,2025-02-01,128.7465862971783
input,compound_feedingstuffs_for_pigs,2025-02-01,122.9378149413477
input,compound_feedingstuffs_for_poultry,2025-02-01,124.7533641108258
input,compound_feedingstuffs_for_sheep,2025-02-01,132.78847945394523
input,maintenance_of_materials,2025-02-01,130.52606857818296
input,maintenance_of_buildings,2025-02-01,137.13268032056988
input,other_goods_and_services,2025-02-01,122.0011332316632
input,goods_and_services_contributing_to_investment,2025-02-01,130.5058405151667
input,materials,2025-02-01,125.81142728473161
input,machinery_and_other_equipment,2025-02-01,133.59651624288392
input,plant_and_machinery_for_cultivation,2025-02-01,130.07518796992477
input,farm_machinery_and_installations,2025-02-01,146.58431553213168
input,transport_equipment,2025-02-01,119.60701673178563
input,tractors,2025-02-01,120.29818294766265
input,other_vehicles,2025-02-01,116.77751016050296
input,buildings,2025-02-01,140.58312241350575
input,all_agricultural_inputs,2025-02-01,128.76760741191822
output,crop_products,2025-01-01,123.66670465925024
output,cereals,2025-01-01,116.17018469778132
output,wheat,2025-01-01,114.41269590848165
output,wheat_breadmaking,2025-01-01,116.54514895984074
output,wheat_other_milling,2025-01-01,115.99753664226054
output,wheat_feeding,2025-01-01,113.48603051183579
output,barley,2025-01-01,122.12994587882754
output,barley_feeding,2025-01-01,122.11360163293202
output,barley_malting,2025-01-01,122.22798195353319
output,oats,2025-01-01,118.41823932872532
output,oats_milling,2025-01-01,115.91053734795432
output,oats_feeding,2025-01-01,123.7110868819552
output,industrial_crops,2025-01-01,130.98059497486216
output,oilseed_rape,2025-01-01,127.30437687326057
output,sugar_beet,2025-01-01,165.4520871824276
output,forage_plants,2025-01-01,114.58093085474424
output,straw,2025-01-01,114.58093085474424
output,fresh_vegetables,2025-01-01,120.13144445569817
output,cauliflowers,2025-01-01,159.49675662085835
output,cabbages,2025-01-01,130.7226306904251
output,lettuce,2025-01-01,134.97714941259377
output,carrots,2025-01-01,88.70996910654331
output,onions,2025-01-01,112.6628987548437
output,mushrooms,2025-01-01,116.70907456961963
output,flowers_and_plants,2025-01-01,115.72517872857307
output,potatoes,2025-01-01,172.07816631351588
output,fresh_fruit,2025-01-01,114.25830181537565
output,dessert_apples,2025-01-01,133.03362868705545
output,dessert_pears,2025-01-01,135.96011255655193
output,cooking_apples,2025-01-01,91.90117271420787
output,other_crop_products,2025-01-01,99.99999999644285
output,animals_and_animal_products,2025-01-01,146.5053476343464
output,animals_for_slaughter_export,2025-01-01,137.9548507671189
output,cattle_and_calves,2025-01-01,171.840726695833
output,cattle_clean,2025-01-01,169.9527636737758
output,cows_and_bulls,2025-01-01,180.39445123983992
output,calves,2025-01-01,169.32736228064394
output,pigs,2025-01-01,126.69886714850705
output,pigs_clean,2025-01-01,126.98687977049264
output,sows_and_boars,2025-01-01,112.78334040149475
output,sheep_and_lambs,2025-01-01,154.08742244760452
output,sheep_and_lambs_clean,2025-01-01,151.77537827873152
output,ewes_and_rams,2025-01-01,178.52968913642792
output,all_poultry,2025-01-01,99.39927349075408
output,chickens,2025-01-01,99.28303010246988
output,turkeys,2025-01-01,100
output,animal_products,2025-01-01,161.93169588941754
output,milk,2025-01-01,160.6513737916353
output,eggs,2025-01-01,176.603273894262
output,intensive_eggs,2025-01-01,169.69368048300296
output,free_range_eggs,2025-01-01,179.65406440665984
output,wool_clip,2025-01-01,169.0322580645161
output,all_agricultural_outputs,2025-01-01,138.9122182475263
input,all_goods_and_services_currently_consumed_in_agriculture,2025-01-01,127.26702158877148
input,seeds_input,2025-01-01,107.52692277529813
input,energy_and_lubricants,2025-01-01,144.63423695399993
input,electricity,2025-01-01,153.8891848694726
input,fuels_for_heating,2025-01-01,162.79943635509628
input,motor_fuels,2025-01-01,138.50392313114722
input,fertilisers_and_soil_improvers,2025-01-01,161.4570643989902
input,straight_fertilisers,2025-01-01,155.89537575717802
input,straight_fertilisers_nitrogenous,2025-01-01,156.897680168715
input,straight_fertilisers_phosphatic,2025-01-01,184.28674543669243
input,straight_fertilisers_potassic,2025-01-01,129.40985356570977
input,compound_fertilisers,2025-01-01,174.36054002283046
input,other_fertilisers_and_soil_improvers,2025-01-01,116.08116953960288
input,plant_protection_products,2025-01-01,105.53289783162374
input,fungicides,2025-01-01,93.62566142789402
input,insecticides,2025-01-01,114.86409090761846
input,herbicides,2025-01-01,104.33788989395455
input,other_plant_protection_products,2025-01-01,153.36255406513612
input,veterinary_services,2025-01-01,117.5855873850054
input,animal_feedingstuffs,2025-01-01,122.03970294596394
input,straight_feedingstuffs,2025-01-01,109.26174563373405
input,cereal_and_milling_by_products,2025-01-01,115.05497249593974
input,oilcakes,2025-01-01,103.82461274589363
input,soya_bean_meal,2025-01-01,100.57251841094148
input,sunflower_seed_meal,2025-01-01,97.13869772803919
input,rape_seed_meal,2025-01-01,112.1136792249514
input,products_of_animal_origin_including_white_fish_meal,2025-01-01,115.66935463715919
input,other_straights,2025-01-01,108.64947396696576
input,field_peas,2025-01-01,112.97979672945951
input,field_beans,2025-01-01,100.70721736859059
input,soya_beans,2025-01-01,96.34715989328036
input,compound_feedingstuffs,2025-01-01,126.5168361966179
input,compound_feedingstuffs_for_cattle_and_calves,2025-01-01,128.74868484288078
input,compound_feedingstuffs_for_pigs,2025-01-01,123.02111182935866
input,compound_feedingstuffs_for_poultry,2025-01-01,124.81705552209922
input,compound_feedingstuffs_for_sheep,2025-01-01,132.12499370819825
input,maintenance_of_materials,2025-01-01,130.48747716477243
input,maintenance_of_buildings,2025-01-01,136.8655387355298
input,other_goods_and_services,2025-01-01,121.7055332939444
input,goods_and_services_contributing_to_investment,2025-01-01,130.47173497800696
input,materials,2025-01-01,125.61905184190469
input,machinery_and_other_equipment,2025-01-01,133.16915844023302
input,plant_and_machinery_for_cultivation,2025-01-01,130.07518796992477
input,farm_machinery_and_installations,2025-01-01,144.58072372478816
input,transport_equipment,2025-01-01,119.60191301326203
input,tractors,2025-01-01,120.29818294766265
input,other_vehicles,2025-01-01,116.7515127629067
input,buildings,2025-01-01,140.8887676347776
input,all_agricultural_inputs,2025-01-01,127.81104099882636
output,crop_products,2024-12-01,122.30494589768057
output,cereals,2024-12-01,116.46169405851856
output,wheat,2024-12-01,113.14206929821994
output,wheat_breadmaking,2024-12-01,116.58484017843891
output,wheat_other_milling,2024-12-01,114.885100259306
output,wheat_feeding,2024-12-01,112.11544508699825
output,barley,2024-12-01,121.40116662308925
output,barley_feeding,2024-12-01,120.34749063619958
output,barley_malting,2024-12-01,123.15367449922395
output,oats,2024-12-01,119.99745165738082
output,oats_milling,2024-12-01,119.7315619115068
output,oats_feeding,2024-12-01,125.18312103837177
output,industrial_crops,2024-12-01,131.28858265167227
output,oilseed_rape,2024-12-01,126.99091702973175
output,sugar_beet,2024-12-01,165.4520871824276
output,forage_plants,2024-12-01,112.09004105355413
output,straw,2024-12-01,112.09004105355413
output,fresh_vegetables,2024-12-01,117.9823741459743
output,cauliflowers,2024-12-01,107.36495978042684
output,cabbages,2024-12-01,126.55572928349343
output,lettuce,2024-12-01,125.2051934974148
output,carrots,2024-12-01,95.17647284488181
output,onions,2024-12-01,124.79372734100696
output,mushrooms,2024-12-01,116.70907456961963
output,flowers_and_plants,2024-12-01,115.72517872857307
output,potatoes,2024-12-01,166.5692513492272
output,fresh_fruit,2024-12-01,102.58080388711136
output,dessert_apples,2024-12-01,118.52682798187946
output,dessert_pears,2024-12-01,118.3595953040093
output,strawberries,2024-12-01,108.54156984525893
output,cooking_apples,2024-12-01,88.02574166838215
output,other_crop_products,2024-12-01,99.99999999644285
output,animals_and_animal_products,2024-12-01,145.10753874692958
output,animals_for_slaughter_export,2024-12-01,133.50673338620206
output,cattle_and_calves,2024-12-01,158.58273236449983
output,cattle_clean,2024-12-01,158.5517864467881
output,cows_and_bulls,2024-12-01,159.73346429392058
output,calves,2024-12-01,140.006559719261
output,pigs,2024-12-01,128.38906689985052
output,pigs_clean,2024-12-01,128.1862566794096
output,sows_and_boars,2024-12-01,139.30903892797872
output,sheep_and_lambs,2024-12-01,146.53807952452146
output,sheep_and_lambs_clean,2024-12-01,145.03120656950216
output,ewes_and_rams,2024-12-01,165.05312761936503
output,all_poultry,2024-12-01,103.28855520616288
output,chickens,2024-12-01,103.82629787159796
output,turkeys,2024-12-01,100
output,animal_products,2024-12-01,163.36703203205946
output,milk,2024-12-01,162.4948236958904
output,eggs,2024-12-01,175.39661100053942
output,intensive_eggs,2024-12-01,165.49334185718607
output,free_range_eggs,2024-12-01,179.7662080174006
output,wool_clip,2024-12-01,161.93548387096772
output,all_agricultural_outputs,2024-12-01,137.09329494977493
input,all_goods_and_services_currently_consumed_in_agriculture,2024-12-01,123.59027040234157
input,seeds_input,2024-12-01,106.15123437019419
input,energy_and_lubricants,2024-12-01,143.21268790872932
input,electricity,2024-12-01,152.1044219499201
input,fuels_for_heating,2024-12-01,160.4509159229685
input,motor_fuels,2024-12-01,137.35296905260662
input,fertilisers_and_soil_improvers,2024-12-01,149.71282524971377
input,straight_fertilisers,2024-12-01,146.3259809534438
input,straight_fertilisers_nitrogenous,2024-12-01,146.70329962698943
input,straight_fertilisers_phosphatic,2024-12-01,177.58760835213712
input,straight_fertilisers_potassic,2024-12-01,128.79321833859902
input,compound_fertilisers,2024-12-01,166.4922478914348
input,other_fertilisers_and_soil_improvers,2024-12-01,116.08116953960288
input,plant_protection_products,2024-12-01,105.5495989699148
input,fungicides,2024-12-01,93.62566142789393
input,insecticides,2024-12-01,114.86409090761866
input,herbicides,2024-12-01,104.3874173600658
input,other_plant_protection_products,2024-12-01,153.3179042479939
input,veterinary_services,2024-12-01,114.1891301099993
input,animal_feedingstuffs,2024-12-01,120.68401279201052
input,straight_feedingstuffs,2024-12-01,107.9724213816639
input,cereal_and_milling_by_products,2024-12-01,113.65974395120948
input,oilcakes,2024-12-01,101.29230667774104
input,soya_bean_meal,2024-12-01,98.18951386445389
input,sunflower_seed_meal,2024-12-01,97.13869772803919
input,rape_seed_meal,2024-12-01,110.46081130664109
input,products_of_animal_origin_including_white_fish_meal,2024-12-01,115.66935463715919
input,other_straights,2024-12-01,108.42340114839557
input,field_peas,2024-12-01,116.56963155008128
input,field_beans,2024-12-01,103.52451519018082
input,soya_beans,2024-12-01,96.32185842371115
input,compound_feedingstuffs,2024-12-01,125.89634881330898
input,compound_feedingstuffs_for_cattle_and_calves,2024-12-01,128.3320551148298
input,compound_feedingstuffs_for_pigs,2024-12-01,122.06274379976607
input,compound_feedingstuffs_for_poultry,2024-12-01,125.58207172237896
input,compound_feedingstuffs_for_sheep,2024-12-01,122.63461938625954
input,maintenance_of_materials,2024-12-01,128.59649790765712
input,maintenance_of_buildings,2024-12-01,135.17364203027603
input,other_goods_and_services,2024-12-01,119.51014420370183
input,goods_and_services_contributing_to_investment,2024-12-01,129.88916329655595
input,materials,2024-12-01,125.59944519856555
input,machinery_and_other_equipment,2024-12-01,133.1676614697271
input,plant_and_machinery_for_cultivation,2024-12-01,130.07518796992477
input,farm_machinery_and_installations,2024-12-01,144.57370544216192
input,transport_equipment,2024-12-01,119.56787367097228
input,tractors,2024-12-01,120.29818294766265
input,other_vehicles,2024-12-01,116.57812265306124
input,buildings,2024-12-01,139.09770468732935
input,all_agricultural_inputs,2024-12-01,124.67689385027253
output,crop_products,2024-11-01,121.54368886501568
output,cereals,2024-11-01,115.83203916896679
output,wheat,2024-11-01,113.12244581355927
output,wheat_breadmaking,2024-11-01,119.12636761935367
output,wheat_other_milling,2024-11-01,115.7832870240431
output,wheat_feeding,2024-11-01,111.56249455823482
output,barley,2024-11-01,119.47912647882421
output,barley_feeding,2024-11-01,116.97874234815909
output,barley_malting,2024-11-01,125.16233241644666
output,oats,2024-11-01,118.36551133532465
output,oats_milling,2024-11-01,118.23680574281535
output,oats_feeding,2024-11-01,121.36680245627119
output,industrial_crops,2024-11-01,131.5225065015726
output,oilseed_rape,2024-11-01,127.15117069362782
output,sugar_beet,2024-11-01,165.4520871824276
output,forage_plants,2024-11-01,108.76885465196735
output,straw,2024-11-01,108.76885465196735
output,fresh_vegetables,2024-11-01,114.55486026699874
output,cauliflowers,2024-11-01,78.87320532040593
output,tomatoes,2024-11-01,142.9297894132843
output,cabbages,2024-11-01,124.22886709999223
output,lettuce,2024-11-01,119.76254718190549
output,carrots,2024-11-01,96.03673498663355
output,onions,2024-11-01,122.06357632070467
output,beans_green,2024-11-01,113.65267286176493
output,mushrooms,2024-11-01,116.70907456961963
output,flowers_and_plants,2024-11-01,115.72517872857307
output,potatoes,2024-11-01,174.2068646922116
output,fresh_fruit,2024-11-01,103.63094994699598
output,dessert_apples,2024-11-01,115.50087232835244
output,dessert_pears,2024-11-01,117.89066723257456
output,strawberries,2024-11-01,109.84508905068613
output,cooking_apples,2024-11-01,85.91600915804666
output,raspberries,2024-11-01,99.46119146883008
output,other_crop_products,2024-11-01,99.99999999644285
output,animals_and_animal_products,2024-11-01,143.68528367481107
output,animals_for_slaughter_export,2024-11-01,132.29103657484313
output,cattle_and_calves,2024-11-01,155.2522956728107
output,cattle_clean,2024-11-01,156.3267355262457
output,cows_and_bulls,2024-11-01,153.00727920010712
output,calves,2024-11-01,117.78604676489026
output,pigs,2024-11-01,128.5913872665938
output,pigs_clean,2024-11-01,128.32713750991314
output,sows_and_boars,2024-11-01,141.86336545275125
output,sheep_and_lambs,2024-11-01,137.63831576837686
output,sheep_and_lambs_clean,2024-11-01,137.63572855813544
output,ewes_and_rams,2024-11-01,137.6715695238788
output,all_poultry,2024-11-01,103.23390626143289
output,chickens,2024-11-01,103.7829352023119
output,turkeys,2024-11-01,100
output,animal_products,2024-11-01,162.76513047895588
output,milk,2024-11-01,161.75536785576332
output,eggs,2024-11-01,175.39661100053942
output,intensive_eggs,2024-11-01,165.49334185718607
output,free_range_eggs,2024-11-01,179.7662080174006
output,wool_clip,2024-11-01,161.93548387096772
output,all_agricultural_outputs,2024-11-01,135.71399212878504
input,all_goods_and_services_currently_consumed_in_agriculture,2024-11-01,123.51409403514026
input,seeds_input,2024-11-01,105.86303467296574
input,energy_and_lubricants,2024-11-01,141.22896494898333
input,electricity,2024-11-01,151.9712306872669
input,fuels_for_heating,2024-11-01,160.35697510568338
input,motor_fuels,2024-11-01,134.38773046392424
input,fertilisers_and_soil_improvers,2024-11-01,148.95248180005515
input,straight_fertilisers,2024-11-01,145.7247298024863
input,straight_fertilisers_nitrogenous,2024-11-01,145.93173711534948
input,straight_fertilisers_phosphatic,2024-11-01,176.50294899890102
input,straight_fertilisers_potassic,2024-11-01,129.8912268720349
input,compound_fertilisers,2024-11-01,165.17167997511845
input,other_fertilisers_and_soil_improvers,2024-11-01,116.08116953960288
input,plant_protection_products,2024-11-01,106.17563147767342
input,fungicides,2024-11-01,93.62566142789393
input,insecticides,2024-11-01,114.86409090761866
input,herbicides,2024-11-01,105.86789532002065
input,other_plant_protection_products,2024-11-01,153.3179042479939
input,veterinary_services,2024-11-01,114.06053649392172
input,animal_feedingstuffs,2024-11-01,120.64883887607007
input,straight_feedingstuffs,2024-11-01,107.88187349410053
input,cereal_and_milling_by_products,2024-11-01,112.57057737667988
input,oilcakes,2024-11-01,99.71546878194054
input,soya_bean_meal,2024-11-01,97.46002267675364
input,sunflower_seed_meal,2024-11-01,97.13869772803919
input,rape_seed_meal,2024-11-01,108.35076715560687
input,products_of_animal_origin_including_white_fish_meal,2024-11-01,115.66935463715919
input,other_straights,2024-11-01,110.0219288727168
input,field_peas,2024-11-01,120.42726330255246
input,field_beans,2024-11-01,103.72509311632105
input,soya_beans,2024-11-01,100.23327449224769
input,compound_feedingstuffs,2024-11-01,125.8360771482884
input,compound_feedingstuffs_for_cattle_and_calves,2024-11-01,128.32696344129855
input,compound_feedingstuffs_for_pigs,2024-11-01,122.03735146524927
input,compound_feedingstuffs_for_poultry,2024-11-01,125.67056481541715
input,compound_feedingstuffs_for_sheep,2024-11-01,120.12908760696622
input,maintenance_of_materials,2024-11-01,128.3263580137835
input,maintenance_of_buildings,2024-11-01,135.35173642030273
input,other_goods_and_services,2024-11-01,119.24485361719347
input,goods_and_services_contributing_to_investment,2024-11-01,129.89432637864147
input,materials,2024-11-01,125.55686283590937
input,machinery_and_other_equipment,2024-11-01,133.1676614697271
input,plant_and_machinery_for_cultivation,2024-11-01,130.07518796992477
input,farm_machinery_and_installations,2024-11-01,144.57370544216192
input,transport_equipment,2024-11-01,119.49135483544426
input,tractors,2024-11-01,120.20500077651806
input,other_vehicles,2024-11-01,116.56982042960632
input,buildings,2024-11-01,139.2053607291109
input,all_agricultural_inputs,2024-11-01,124.6735822953539
output,crop_products,2024-10-01,124.93918053872282
output,cereals,2024-10-01,118.66544484749787
output,wheat,2024-10-01,116.64361632004426
output,wheat_breadmaking,2024-10-01,125.90725356835387
output,wheat_other_milling,2024-10-01,117.11085418794416
output,wheat_feeding,2024-10-01,114.71901970436467
output,barley,2024-10-01,122.21698402476706
output,barley_feeding,2024-10-01,119.38561042231271
output,barley_malting,2024-10-01,128.9531331188551
output,oats,2024-10-01,118.29438807718078
output,oats_milling,2024-10-01,117.7109810367748
output,oats_feeding,2024-10-01,125.97787093668869
output,industrial_crops,2024-10-01,127.255526771814
output,oilseed_rape,2024-10-01,119.62491711916181
output,sugar_beet,2024-10-01,165.4520871824276
output,forage_plants,2024-10-01,104.61737164998385
output,straw,2024-10-01,104.61737164998385
output,fresh_vegetables,2024-10-01,125.29554632054823
output,cauliflowers,2024-10-01,116.45799640201398
output,tomatoes,2024-10-01,149.8114221997189
output,cabbages,2024-10-01,128.61206087001338
output,lettuce,2024-10-01,120.73406922526958
output,carrots,2024-10-01,101.67855403705501
output,onions,2024-10-01,132.63490664460716
output,beans_green,2024-10-01,120.81416095859962
output,mushrooms,2024-10-01,116.70907456961963
output,flowers_and_plants,2024-10-01,115.72517872857307
output,potatoes,2024-10-01,175.73773964171983
output,fresh_fruit,2024-10-01,119.89191930606385
output,dessert_apples,2024-10-01,119.56486607363337
output,dessert_pears,2024-10-01,131.86355925272605
output,strawberries,2024-10-01,120.4639238303184
output,cooking_apples,2024-10-01,87.71812883850939
output,raspberries,2024-10-01,137.2474772092361
output,other_crop_products,2024-10-01,99.99999999644285
output,animals_and_animal_products,2024-10-01,137.2851846643888
output,animals_for_slaughter_export,2024-10-01,125.61554408705844
output,cattle_and_calves,2024-10-01,146.03496643600295
output,cattle_clean,2024-10-01,146.7738652086663
output,cows_and_bulls,2024-10-01,143.96995130971683
output,calves,2024-10-01,128.64438389487472
output,pigs,2024-10-01,129.3809221832279
output,pigs_clean,2024-10-01,128.973497168811
output,sows_and_boars,2024-10-01,150.11580499432404
output,sheep_and_lambs,2024-10-01,128.86611287945894
output,sheep_and_lambs_clean,2024-10-01,129.96712209748523
output,ewes_and_rams,2024-10-01,115.33861632525586
output,all_poultry,2024-10-01,100.45131782012436
output,chickens,2024-10-01,100.55249663320282
output,turkeys,2024-10-01,100
output,animal_products,2024-10-01,160.45247703373423
output,milk,2024-10-01,159.00358357279606
output,eggs,2024-10-01,175.39661100053942
output,intensive_eggs,2024-10-01,165.49334185718607
output,free_range_eggs,2024-10-01,179.7662080174006
output,wool_clip,2024-10-01,161.93548387096772
output,all_agricultural_outputs,2024-10-01,132.77577724098754
input,all_goods_and_services_currently_consumed_in_agriculture,2024-10-01,123.71157889209118
input,seeds_input,2024-10-01,105.81695466996167
input,energy_and_lubricants,2024-10-01,140.010027853528
input,electricity,2024-10-01,151.9712306872669
input,fuels_for_heating,2024-10-01,160.4509159229685
input,motor_fuels,2024-10-01,132.5127289428644
input,fertilisers_and_soil_improvers,2024-10-01,149.05598239134645
input,straight_fertilisers,2024-10-01,145.7302532893989
input,straight_fertilisers_nitrogenous,2024-10-01,145.21338581140884
input,straight_fertilisers_phosphatic,2024-10-01,177.6539364420832
input,straight_fertilisers_potassic,2024-10-01,135.6597499643611
input,compound_fertilisers,2024-10-01,165.51872292871283
input,other_fertilisers_and_soil_improvers,2024-10-01,116.08116953960288
input,plant_protection_products,2024-10-01,106.47989097628871
input,fungicides,2024-10-01,93.62566142789393
input,insecticides,2024-10-01,114.86409090761866
input,herbicides,2024-10-01,106.92344381760451
input,other_plant_protection_products,2024-10-01,151.82232297800743
input,veterinary_services,2024-10-01,114.06053649392172
input,animal_feedingstuffs,2024-10-01,121.57809328330181
input,straight_feedingstuffs,2024-10-01,110.4252862082813
input,cereal_and_milling_by_products,2024-10-01,115.49165536764194
input,oilcakes,2024-10-01,106.62722226910327
input,soya_bean_meal,2024-10-01,106.65161164177678
input,sunflower_seed_meal,2024-10-01,97.13869772803919
input,rape_seed_meal,2024-10-01,112.14884662746847
input,products_of_animal_origin_including_white_fish_meal,2024-10-01,115.66935463715919
input,other_straights,2024-10-01,109.73419004000114
input,field_peas,2024-10-01,123.84421655957473
input,field_beans,2024-10-01,102.96552752716667
input,soya_beans,2024-10-01,99.72523754463
input,compound_feedingstuffs,2024-10-01,125.82557684742304
input,compound_feedingstuffs_for_cattle_and_calves,2024-10-01,128.27307863120896
input,compound_feedingstuffs_for_pigs,2024-10-01,122.12944837165092
input,compound_feedingstuffs_for_poultry,2024-10-01,125.69564097006167
input,compound_feedingstuffs_for_sheep,2024-10-01,119.16448489575467
input,maintenance_of_materials,2024-10-01,127.32298126511012
input,maintenance_of_buildings,2024-10-01,135.61887800534282
input,other_goods_and_services,2024-10-01,119.2455708926288
input,goods_and_services_contributing_to_investment,2024-10-01,129.99161965512408
input,materials,2024-10-01,125.55029495438221
input,machinery_and_other_equipment,2024-10-01,133.16915844023302
input,plant_and_machinery_for_cultivation,2024-10-01,130.07518796992477
input,farm_machinery_and_installations,2024-10-01,144.58072372478816
input,transport_equipment,2024-10-01,119.47835958316628
input,tractors,2024-10-01,120.20500077651806
input,other_vehicles,2024-10-01,116.50362501957848
input,buildings,2024-10-01,139.52560799710992
input,all_agricultural_inputs,2024-10-01,124.85597369286833
output,crop_products,2024-09-01,126.13604205046062
output,cereals,2024-09-01,115.9356998796944
output,wheat,2024-09-01,113.95798447285416
output,wheat_breadmaking,2024-09-01,128.12339002886034
output,wheat_other_milling,2024-09-01,116.13498397960204
output,wheat_feeding,2024-09-01,110.13868797616016
output,barley,2024-09-01,119.53018594691059
output,barley_feeding,2024-09-01,118.37628126367817
output,barley_malting,2024-09-01,122.99523208362811
output,oats,2024-09-01,116.58280193684719
output,oats_milling,2024-09-01,116.49723924948691
output,oats_feeding,2024-09-01,124.28411167809455
output,industrial_crops,2024-09-01,124.52061722466706
output,oilseed_rape,2024-09-01,114.09202914789938
output,sugar_beet,2024-09-01,165.4520871824276
output,forage_plants,2024-09-01,105.94584621061858
output,straw,2024-09-01,105.94584621061858
output,fresh_vegetables,2024-09-01,130.1439282467814
output,cauliflowers,2024-09-01,152.80332113356067
output,tomatoes,2024-09-01,143.10494785562318
output,cabbages,2024-09-01,129.634151147755
output,lettuce,2024-09-01,123.30756439038595
output,carrots,2024-09-01,112.66143463742561
output,onions,2024-09-01,144.05682288546973
output,beans_green,2024-09-01,98.928433037204
output,mushrooms,2024-09-01,116.70907456961963
output,flowers_and_plants,2024-09-01,115.72517872857307
output,potatoes,2024-09-01,196.12519471746964
output,fresh_fruit,2024-09-01,121.47603959497384
output,dessert_apples,2024-09-01,127.37881052506467
output,dessert_pears,2024-09-01,126.3439903225001
output,strawberries,2024-09-01,120.10409719431775
output,cooking_apples,2024-09-01,96.4429778021632
output,raspberries,2024-09-01,128.32210570871823
output,other_crop_products,2024-09-01,99.99999999644285
output,animals_and_animal_products,2024-09-01,138.17882586952575
output,animals_for_slaughter_export,2024-09-01,128.0874442368922
output,cattle_and_calves,2024-09-01,146.44281932653655
output,cattle_clean,2024-09-01,145.7418346668856
output,cows_and_bulls,2024-09-01,151.2854370623277
output,calves,2024-09-01,120.4191446684232
output,pigs,2024-09-01,130.66498959872428
output,pigs_clean,2024-09-01,129.97487502859124
output,sows_and_boars,2024-09-01,163.4768975854419
output,sheep_and_lambs,2024-09-01,134.04850569225496
output,sheep_and_lambs_clean,2024-09-01,135.45070096386797
output,ewes_and_rams,2024-09-01,117.56148877289696
output,all_poultry,2024-09-01,102.88524063571951
output,chickens,2024-09-01,103.2687007650067
output,turkeys,2024-09-01,100
output,animal_products,2024-09-01,154.4875279401709
output,milk,2024-09-01,152.02534226536963
output,eggs,2024-09-01,174.74021018762295
output,intensive_eggs,2024-09-01,165.66135540221873
output,free_range_eggs,2024-09-01,178.75691552073397
output,wool_clip,2024-09-01,161.93548387096772
output,all_agricultural_outputs,2024-09-01,133.30251299405774
input,all_goods_and_services_currently_consumed_in_agriculture,2024-09-01,124.06323472488721
input,seeds_input,2024-09-01,106.73359219572369
input,energy_and_lubricants,2024-09-01,138.3733515750428
input,electricity,2024-09-01,141.049547149707
input,fuels_for_heating,2024-09-01,147.20526068576794
input,motor_fuels,2024-09-01,136.09895596335477
input,fertilisers_and_soil_improvers,2024-09-01,148.38303485836678
input,straight_fertilisers,2024-09-01,143.03002251867943
input,straight_fertilisers_nitrogenous,2024-09-01,142.10496442830765
input,straight_fertilisers_phosphatic,2024-09-01,180.87279963064356
input,straight_fertilisers_potassic,2024-09-01,140.05178409810466
input,compound_fertilisers,2024-09-01,170.52347948520875
input,other_fertilisers_and_soil_improvers,2024-09-01,116.08116953960288
input,plant_protection_products,2024-09-01,106.78496151903992
input,fungicides,2024-09-01,93.62566142789393
input,insecticides,2024-09-01,114.86409090761866
input,herbicides,2024-09-01,107.64489231936301
input,other_plant_protection_products,2024-09-01,151.82232297800743
input,veterinary_services,2024-09-01,112.2884127121533
input,animal_feedingstuffs,2024-09-01,121.88496778216737
input,straight_feedingstuffs,2024-09-01,108.88878111398516
input,cereal_and_milling_by_products,2024-09-01,111.45321613254879
input,oilcakes,2024-09-01,107.01448841271088
input,soya_bean_meal,2024-09-01,106.50571340423676
input,sunflower_seed_meal,2024-09-01,97.13869772803919
input,rape_seed_meal,2024-09-01,111.83234000481335
input,products_of_animal_origin_including_white_fish_meal,2024-09-01,115.66935463715919
input,other_straights,2024-09-01,107.8562135354056
input,field_peas,2024-09-01,119.83472021790213
input,field_beans,2024-09-01,106.87054957772793
input,soya_beans,2024-09-01,89.48085647597641
input,compound_feedingstuffs,2024-09-01,126.7740184210163
input,compound_feedingstuffs_for_cattle_and_calves,2024-09-01,127.78123262117983
input,compound_feedingstuffs_for_pigs,2024-09-01,121.16456028032734
input,compound_feedingstuffs_for_poultry,2024-09-01,127.87349732209837
input,compound_feedingstuffs_for_sheep,2024-09-01,133.08402021004574
input,maintenance_of_materials,2024-09-01,126.30030880973143
input,maintenance_of_buildings,2024-09-01,136.24220837043632
input,other_goods_and_services,2024-09-01,117.93046467688288
input,goods_and_services_contributing_to_investment,2024-09-01,130.1679970511059
input,materials,2024-09-01,125.52407192889471
input,machinery_and_other_equipment,2024-09-01,133.1721523812449
input,plant_and_machinery_for_cultivation,2024-09-01,130.07518796992477
input,farm_machinery_and_installations,2024-09-01,144.59476029004063
input,transport_equipment,2024-09-01,119.42885178132643
input,tractors,2024-09-01,120.20500077651806
input,other_vehicles,2024-09-01,116.2514414395861
input,buildings,2024-09-01,140.1368984396536
input,all_agricultural_inputs,2024-09-01,125.1293069330512
output,crop_products,2024-08-01,125.90821712906522
output,cereals,2024-08-01,121.58618615014566
output,wheat,2024-08-01,112.91902161542025
output,wheat_breadmaking,2024-08-01,129.96505897125144
output,wheat_other_milling,2024-08-01,114.00701611404156
output,wheat_feeding,2024-08-01,109.1706382187636
