predictor,lag,f_stat,p_value,significant,commodity,target_d_order,pred_d_order
api_plant_protection_products,8,6.7954,0,TRUE,Cooking Apples,0,1
api_fresh_fruit,1,0.0949,0.7582,FALSE,Cooking Apples,0,1
api_fresh_fruit,2,0.0662,0.936,FALSE,Cooking Apples,0,1
api_fresh_fruit,3,0.1925,0.9015,FALSE,Cooking Apples,0,1
api_fresh_fruit,4,6.7611,0,TRUE,Cooking Apples,0,1
api_fresh_fruit,5,11.1178,0,TRUE,Cooking Apples,0,1
api_fresh_fruit,6,9.8876,0,TRUE,Cooking Apples,0,1
api_fresh_fruit,7,8.5534,0,TRUE,Cooking Apples,0,1
api_fresh_fruit,8,7.8688,0,TRUE,Cooking Apples,0,1
api_fresh_vegetables,1,0.0033,0.9545,FALSE,Cooking Apples,0,1
api_fresh_vegetables,2,0.1794,0.8359,FALSE,Cooking Apples,0,1
api_fresh_vegetables,3,0.202,0.895,FALSE,Cooking Apples,0,1
api_fresh_vegetables,4,3.9247,0.0038,TRUE,Cooking Apples,0,1
api_fresh_vegetables,5,3.811,0.0022,TRUE,Cooking Apples,0,1
api_fresh_vegetables,6,3.259,0.0038,TRUE,Cooking Apples,0,1
api_fresh_vegetables,7,3.1961,0.0026,TRUE,Cooking Apples,0,1
api_fresh_vegetables,8,3.3263,0.0011,TRUE,Cooking Apples,0,1
fuel_petrol_price,1,0.0027,0.9583,FALSE,Cooking Apples,0,1
fuel_petrol_price,2,0.0336,0.967,FALSE,Cooking Apples,0,1
fuel_petrol_price,3,0.1028,0.9584,FALSE,Cooking Apples,0,1
fuel_petrol_price,4,0.0824,0.9878,FALSE,Cooking Apples,0,1
fuel_petrol_price,5,0.0793,0.9954,FALSE,Cooking Apples,0,1
fuel_petrol_price,6,0.0772,0.9982,FALSE,Cooking Apples,0,1
fuel_petrol_price,7,0.0719,0.9994,FALSE,Cooking Apples,0,1
fuel_petrol_price,8,0.0757,0.9997,FALSE,Cooking Apples,0,1
fuel_diesel_price,1,0.0147,0.9036,FALSE,Cooking Apples,0,1
fuel_diesel_price,2,0.021,0.9792,FALSE,Cooking Apples,0,1
fuel_diesel_price,3,0.0568,0.9822,FALSE,Cooking Apples,0,1
fuel_diesel_price,4,0.0929,0.9847,FALSE,Cooking Apples,0,1
fuel_diesel_price,5,0.1692,0.9739,FALSE,Cooking Apples,0,1
fuel_diesel_price,6,0.1678,0.9852,FALSE,Cooking Apples,0,1
fuel_diesel_price,7,0.1461,0.9944,FALSE,Cooking Apples,0,1
fuel_diesel_price,8,0.1558,0.9961,FALSE,Cooking Apples,0,1
sppi_road_freight,1,0.099,0.7532,FALSE,Cooking Apples,0,1
sppi_road_freight,2,0.1884,0.8284,FALSE,Cooking Apples,0,1
sppi_road_freight,3,0.1192,0.9488,FALSE,Cooking Apples,0,1
sppi_road_freight,4,0.0893,0.9858,FALSE,Cooking Apples,0,1
sppi_road_freight,5,0.0829,0.9949,FALSE,Cooking Apples,0,1
sppi_road_freight,6,0.0753,0.9984,FALSE,Cooking Apples,0,1
sppi_road_freight,7,0.0642,0.9996,FALSE,Cooking Apples,0,1
sppi_road_freight,8,0.06,0.9999,FALSE,Cooking Apples,0,1
api_energy_and_lubricants,1,0.1899,0.6632,FALSE,Leeks,0,1
api_energy_and_lubricants,2,0.0369,0.9637,FALSE,Leeks,0,1
api_energy_and_lubricants,3,0.0623,0.9796,FALSE,Leeks,0,1
api_energy_and_lubricants,4,1.0416,0.3854,FALSE,Leeks,0,1
api_energy_and_lubricants,5,0.8661,0.5038,FALSE,Leeks,0,1
api_energy_and_lubricants,6,0.8459,0.535,FALSE,Leeks,0,1
api_energy_and_lubricants,7,0.749,0.6305,FALSE,Leeks,0,1
api_energy_and_lubricants,8,1.7172,0.0926,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,1,0.1031,0.7483,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,2,0.0184,0.9818,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,3,0.0119,0.9982,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,4,0.0865,0.9866,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,5,0.1799,0.9701,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,6,0.2854,0.9438,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,7,0.2725,0.9644,FALSE,Leeks,0,1
api_fertilisers_and_soil_improvers,8,1.1071,0.3572,FALSE,Leeks,0,1
api_plant_protection_products,1,0.0179,0.8937,FALSE,Leeks,0,1
api_plant_protection_products,2,0.033,0.9675,FALSE,Leeks,0,1
api_plant_protection_products,3,0.1635,0.9209,FALSE,Leeks,0,1
api_plant_protection_products,4,1.4827,0.2065,FALSE,Leeks,0,1
api_plant_protection_products,5,1.2288,0.2947,FALSE,Leeks,0,1
api_plant_protection_products,6,1.0345,0.4022,FALSE,Leeks,0,1
api_plant_protection_products,7,0.8785,0.5234,FALSE,Leeks,0,1
api_plant_protection_products,8,0.7624,0.6362,FALSE,Leeks,0,1
api_fresh_fruit,1,11.7472,7e-4,TRUE,Leeks,0,0
api_fresh_fruit,2,4.1146,0.017,TRUE,Leeks,0,0
api_fresh_fruit,3,2.8013,0.0397,TRUE,Leeks,0,0
api_fresh_fruit,4,1.7473,0.1387,FALSE,Leeks,0,0
api_fresh_fruit,5,1.9027,0.0928,FALSE,Leeks,0,0
api_fresh_fruit,6,1.9303,0.0747,FALSE,Leeks,0,0
api_fresh_fruit,7,1.7198,0.1027,FALSE,Leeks,0,0
api_fresh_fruit,8,1.473,0.1651,FALSE,Leeks,0,0
api_fresh_vegetables,1,0.0074,0.9314,FALSE,Leeks,0,1
api_fresh_vegetables,2,0.0214,0.9788,FALSE,Leeks,0,1
api_fresh_vegetables,3,0.0288,0.9934,FALSE,Leeks,0,1
api_fresh_vegetables,4,0.9156,0.4547,FALSE,Leeks,0,1
api_fresh_vegetables,5,0.7836,0.5619,FALSE,Leeks,0,1
api_fresh_vegetables,6,0.6497,0.6904,FALSE,Leeks,0,1
api_fresh_vegetables,7,0.5635,0.7855,FALSE,Leeks,0,1
api_fresh_vegetables,8,0.4904,0.8631,FALSE,Leeks,0,1
fuel_petrol_price,1,0.4095,0.5226,FALSE,Leeks,0,1
fuel_petrol_price,2,0.2421,0.7851,FALSE,Leeks,0,1
fuel_petrol_price,3,0.1877,0.9048,FALSE,Leeks,0,1
fuel_petrol_price,4,0.2003,0.9381,FALSE,Leeks,0,1
fuel_petrol_price,5,0.2037,0.9608,FALSE,Leeks,0,1
fuel_petrol_price,6,0.246,0.9608,FALSE,Leeks,0,1
fuel_petrol_price,7,0.2854,0.9595,FALSE,Leeks,0,1
fuel_petrol_price,8,0.2738,0.9742,FALSE,Leeks,0,1
fuel_diesel_price,1,0.1464,0.7022,FALSE,Leeks,0,1
fuel_diesel_price,2,0.1251,0.8824,FALSE,Leeks,0,1
fuel_diesel_price,3,0.1215,0.9474,FALSE,Leeks,0,1
fuel_diesel_price,4,0.0456,0.9961,FALSE,Leeks,0,1
fuel_diesel_price,5,0.0841,0.9947,FALSE,Leeks,0,1
fuel_diesel_price,6,0.1845,0.9811,FALSE,Leeks,0,1
fuel_diesel_price,7,0.2135,0.9823,FALSE,Leeks,0,1
fuel_diesel_price,8,0.2003,0.9907,FALSE,Leeks,0,1
sppi_road_freight,1,0.0089,0.9251,FALSE,Leeks,0,1
sppi_road_freight,2,0.1204,0.8866,FALSE,Leeks,0,1
sppi_road_freight,3,0.1738,0.9141,FALSE,Leeks,0,1
sppi_road_freight,4,0.1722,0.9525,FALSE,Leeks,0,1
sppi_road_freight,5,0.1761,0.9714,FALSE,Leeks,0,1
sppi_road_freight,6,0.1473,0.9895,FALSE,Leeks,0,1
sppi_road_freight,7,0.228,0.9785,FALSE,Leeks,0,1
sppi_road_freight,8,0.1984,0.991,FALSE,Leeks,0,1
api_energy_and_lubricants,1,0.3903,0.5325,FALSE,Lettuce,0,1
api_energy_and_lubricants,2,0.6483,0.5234,FALSE,Lettuce,0,1
api_energy_and_lubricants,3,0.6241,0.5997,FALSE,Lettuce,0,1
api_energy_and_lubricants,4,0.4632,0.7628,FALSE,Lettuce,0,1
api_energy_and_lubricants,5,0.4481,0.8147,FALSE,Lettuce,0,1
api_energy_and_lubricants,6,0.4446,0.8488,FALSE,Lettuce,0,1
api_energy_and_lubricants,7,0.6137,0.7448,FALSE,Lettuce,0,1
api_energy_and_lubricants,8,0.6134,0.7667,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,1,0.2229,0.637,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,2,0.4811,0.6184,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,3,0.3905,0.7599,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,4,0.3129,0.8693,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,5,0.4336,0.8252,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,6,0.4203,0.8655,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,7,0.7136,0.6606,FALSE,Lettuce,0,1
api_fertilisers_and_soil_improvers,8,1.2159,0.2879,FALSE,Lettuce,0,1
api_plant_protection_products,1,0.0708,0.7903,FALSE,Lettuce,0,1
api_plant_protection_products,2,0.4488,0.6387,FALSE,Lettuce,0,1
api_plant_protection_products,3,0.4489,0.7182,FALSE,Lettuce,0,1
api_plant_protection_products,4,0.3803,0.8227,FALSE,Lettuce,0,1
api_plant_protection_products,5,1.2758,0.2733,FALSE,Lettuce,0,1
api_plant_protection_products,6,1.0818,0.3724,FALSE,Lettuce,0,1
api_plant_protection_products,7,1.0105,0.4231,FALSE,Lettuce,0,1
api_plant_protection_products,8,1.0198,0.4201,FALSE,Lettuce,0,1
api_fresh_fruit,1,0.13,0.7186,FALSE,Lettuce,0,1
api_fresh_fruit,2,0.0515,0.9498,FALSE,Lettuce,0,1
api_fresh_fruit,3,0.2284,0.8766,FALSE,Lettuce,0,1
api_fresh_fruit,4,0.1888,0.9442,FALSE,Lettuce,0,1
api_fresh_fruit,5,0.1239,0.987,FALSE,Lettuce,0,1
api_fresh_fruit,6,0.1814,0.9819,FALSE,Lettuce,0,1
api_fresh_fruit,7,0.6836,0.686,FALSE,Lettuce,0,1
api_fresh_fruit,8,0.6603,0.7265,FALSE,Lettuce,0,1
api_fresh_vegetables,1,5.5581,0.0188,TRUE,Lettuce,0,1
api_fresh_vegetables,2,3.0466,0.0485,TRUE,Lettuce,0,1
api_fresh_vegetables,3,2.0788,0.1023,FALSE,Lettuce,0,1
api_fresh_vegetables,4,1.7599,0.1359,FALSE,Lettuce,0,1
api_fresh_vegetables,5,1.333,0.2491,FALSE,Lettuce,0,1
api_fresh_vegetables,6,1.1259,0.3462,FALSE,Lettuce,0,1
api_fresh_vegetables,7,0.9678,0.4543,FALSE,Lettuce,0,1
api_fresh_vegetables,8,1.0764,0.3785,FALSE,Lettuce,0,1
fuel_petrol_price,1,4.8056,0.0289,TRUE,Lettuce,0,1
fuel_petrol_price,2,2.8665,0.058,FALSE,Lettuce,0,1
fuel_petrol_price,3,2.1177,0.0973,FALSE,Lettuce,0,1
fuel_petrol_price,4,1.567,0.1821,FALSE,Lettuce,0,1
fuel_petrol_price,5,2.0992,0.0645,FALSE,Lettuce,0,1
fuel_petrol_price,6,1.8513,0.0879,FALSE,Lettuce,0,1
fuel_petrol_price,7,1.5837,0.1383,FALSE,Lettuce,0,1
fuel_petrol_price,8,1.3757,0.2051,FALSE,Lettuce,0,1
fuel_diesel_price,1,5.396,0.0206,TRUE,Lettuce,0,1
fuel_diesel_price,2,3.1861,0.0423,TRUE,Lettuce,0,1
fuel_diesel_price,3,2.2413,0.0828,FALSE,Lettuce,0,1
fuel_diesel_price,4,1.7274,0.1429,FALSE,Lettuce,0,1
fuel_diesel_price,5,2.1767,0.0558,FALSE,Lettuce,0,1
fuel_diesel_price,6,1.9879,0.0662,FALSE,Lettuce,0,1
fuel_diesel_price,7,1.7749,0.0906,FALSE,Lettuce,0,1
fuel_diesel_price,8,1.5273,0.1455,FALSE,Lettuce,0,1
sppi_road_freight,1,0.0398,0.8419,FALSE,Lettuce,0,1
sppi_road_freight,2,0.0231,0.9772,FALSE,Lettuce,0,1
sppi_road_freight,3,0.0329,0.992,FALSE,Lettuce,0,1
sppi_road_freight,4,0.1776,0.9499,FALSE,Lettuce,0,1
sppi_road_freight,5,0.2211,0.9534,FALSE,Lettuce,0,1
sppi_road_freight,6,0.4509,0.8443,FALSE,Lettuce,0,1
sppi_road_freight,7,0.3977,0.9035,FALSE,Lettuce,0,1
sppi_road_freight,8,0.3891,0.9263,FALSE,Lettuce,0,1
api_energy_and_lubricants,1,3.9093,0.0488,TRUE,Pears,0,1
api_energy_and_lubricants,2,3.3817,0.0352,TRUE,Pears,0,1
api_energy_and_lubricants,3,2.3191,0.0753,FALSE,Pears,0,1
api_energy_and_lubricants,4,1.8888,0.1121,FALSE,Pears,0,1
api_energy_and_lubricants,5,1.5562,0.1721,FALSE,Pears,0,1
api_energy_and_lubricants,6,1.5998000000000001,0.1465,FALSE,Pears,0,1
api_energy_and_lubricants,7,1.6971,0.1089,FALSE,Pears,0,1
api_energy_and_lubricants,8,1.4544,0.1733,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,1,0.9154,0.3394,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,2,0.9388,0.3921,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,3,0.6254,0.5991,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,4,0.5194,0.7215,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,5,0.4465,0.8158,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,6,0.4967,0.8107,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,7,0.5237,0.8165,FALSE,Pears,0,1
api_fertilisers_and_soil_improvers,8,0.4512,0.8894,FALSE,Pears,0,1
api_plant_protection_products,1,1.1746,0.2792,FALSE,Pears,0,1
api_plant_protection_products,2,1.0159,0.3632,FALSE,Pears,0,1
api_plant_protection_products,3,1.0285,0.3801,FALSE,Pears,0,1
api_plant_protection_products,4,1.0643,0.3742,FALSE,Pears,0,1
api_plant_protection_products,5,1.3159,0.2569,FALSE,Pears,0,1
api_plant_protection_products,6,1.1624,0.3262,FALSE,Pears,0,1
api_plant_protection_products,7,1.0407,0.4024,FALSE,Pears,0,1
api_plant_protection_products,8,0.9235,0.4971,FALSE,Pears,0,1
api_fresh_fruit,1,3.8421,0.0508,FALSE,Pears,0,0
api_fresh_fruit,2,1.1421,0.3204,FALSE,Pears,0,0
api_fresh_fruit,3,0.8673,0.4583,FALSE,Pears,0,0
api_fresh_fruit,4,1.157,0.3298,FALSE,Pears,0,0
api_fresh_fruit,5,1.139,0.3395,FALSE,Pears,0,0
api_fresh_fruit,6,1.7718,0.1043,FALSE,Pears,0,0
api_fresh_fruit,7,1.4497,0.1848,FALSE,Pears,0,0
api_fresh_fruit,8,1.4246,0.1852,FALSE,Pears,0,0
api_fresh_vegetables,1,0.0023,0.9621,FALSE,Pears,0,1
api_fresh_vegetables,2,0.0736,0.929,FALSE,Pears,0,1
api_fresh_vegetables,3,0.2152,0.8859,FALSE,Pears,0,1
api_fresh_vegetables,4,0.1355,0.9692,FALSE,Pears,0,1
api_fresh_vegetables,5,0.224,0.952,FALSE,Pears,0,1
api_fresh_vegetables,6,0.1885,0.9799,FALSE,Pears,0,1
api_fresh_vegetables,7,0.2259,0.979,FALSE,Pears,0,1
api_fresh_vegetables,8,0.4459,0.8928,FALSE,Pears,0,1
fuel_petrol_price,1,2.7603,0.0976,FALSE,Pears,0,1
fuel_petrol_price,2,2.1119,0.1226,FALSE,Pears,0,1
fuel_petrol_price,3,1.4384,0.2315,FALSE,Pears,0,1
fuel_petrol_price,4,1.4629,0.2132,FALSE,Pears,0,1
fuel_petrol_price,5,1.6489,0.1467,FALSE,Pears,0,1
fuel_petrol_price,6,1.4545,0.1934,FALSE,Pears,0,1
fuel_petrol_price,7,1.2128,0.2951,FALSE,Pears,0,1
fuel_petrol_price,8,1.1637,0.3207,FALSE,Pears,0,1
fuel_diesel_price,1,1.9525,0.1632,FALSE,Pears,0,1
fuel_diesel_price,2,1.9124,0.1494,FALSE,Pears,0,1
fuel_diesel_price,3,1.2827,0.2802,FALSE,Pears,0,1
fuel_diesel_price,4,0.9844,0.4161,FALSE,Pears,0,1
fuel_diesel_price,5,1.3573,0.2401,FALSE,Pears,0,1
fuel_diesel_price,6,1.1799,0.3166,FALSE,Pears,0,1
fuel_diesel_price,7,0.9881,0.4398,FALSE,Pears,0,1
fuel_diesel_price,8,0.9023,0.5148,FALSE,Pears,0,1
sppi_road_freight,1,0.5711,0.4504,FALSE,Pears,0,1
sppi_road_freight,2,0.0697,0.9327,FALSE,Pears,0,1
sppi_road_freight,3,0.0858,0.9678,FALSE,Pears,0,1
sppi_road_freight,4,0.1714,0.9529,FALSE,Pears,0,1
sppi_road_freight,5,0.1247,0.9868,FALSE,Pears,0,1
sppi_road_freight,6,0.4347,0.8555,FALSE,Pears,0,1
sppi_road_freight,7,0.5023,0.8326,FALSE,Pears,0,1
sppi_road_freight,8,0.5313,0.8326,FALSE,Pears,0,1
api_energy_and_lubricants,1,0.342,0.559,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,2,2.0802,0.1263,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,3,1.9843,0.1158,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,4,1.4606,0.2135,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,5,1.2298,0.2943,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,6,1.4981,0.1774,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,7,1.3432,0.2285,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,8,1.2889,0.2476,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,1,0.0586,0.8088,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,2,0.7742,0.4618,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,3,1.5596,0.1987,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,4,1.2125,0.3049,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,5,0.9812,0.4289,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,6,0.842,0.538,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,7,0.7369,0.6408,FALSE,Dessert Apples,0,1
api_fertilisers_and_soil_improvers,8,0.683,0.7066,FALSE,Dessert Apples,0,1
api_plant_protection_products,1,2.8602,0.0916,FALSE,Dessert Apples,0,1
api_plant_protection_products,2,0.2866,0.751,FALSE,Dessert Apples,0,1
api_plant_protection_products,3,0.4476,0.7191,FALSE,Dessert Apples,0,1
api_plant_protection_products,4,0.7016,0.5912,FALSE,Dessert Apples,0,1
api_plant_protection_products,5,1.0142,0.4089,FALSE,Dessert Apples,0,1
api_plant_protection_products,6,0.8681,0.5183,FALSE,Dessert Apples,0,1
api_plant_protection_products,7,1.0284,0.4105,FALSE,Dessert Apples,0,1
api_plant_protection_products,8,1.5094,0.152,FALSE,Dessert Apples,0,1
api_fresh_fruit,1,7e-4,0.9783,FALSE,Dessert Apples,0,1
api_fresh_fruit,2,0.5979,0.5504,FALSE,Dessert Apples,0,1
api_fresh_fruit,3,0.4948,0.6861,FALSE,Dessert Apples,0,1
api_fresh_fruit,4,0.2787,0.8917,FALSE,Dessert Apples,0,1
api_fresh_fruit,5,0.2851,0.9212,FALSE,Dessert Apples,0,1
api_fresh_fruit,6,0.7311,0.6248,FALSE,Dessert Apples,0,1
api_fresh_fruit,7,0.6307,0.7305,FALSE,Dessert Apples,0,1
api_fresh_fruit,8,0.8637,0.5473,FALSE,Dessert Apples,0,1
api_fresh_vegetables,1,0.0373,0.847,FALSE,Dessert Apples,0,1
api_fresh_vegetables,2,0.0937,0.9106,FALSE,Dessert Apples,0,1
api_fresh_vegetables,3,0.1502,0.9295,FALSE,Dessert Apples,0,1
api_fresh_vegetables,4,0.0405,0.9969,FALSE,Dessert Apples,0,1
api_fresh_vegetables,5,0.1053,0.9911,FALSE,Dessert Apples,0,1
api_fresh_vegetables,6,0.0978,0.9966,FALSE,Dessert Apples,0,1
api_fresh_vegetables,7,0.2534,0.971,FALSE,Dessert Apples,0,1
api_fresh_vegetables,8,0.4786,0.8713,FALSE,Dessert Apples,0,1
fuel_petrol_price,1,0.0606,0.8057,FALSE,Dessert Apples,0,1
fuel_petrol_price,2,0.617,0.5401,FALSE,Dessert Apples,0,1
fuel_petrol_price,3,0.4074,0.7478,FALSE,Dessert Apples,0,1
fuel_petrol_price,4,0.3426,0.8492,FALSE,Dessert Apples,0,1
fuel_petrol_price,5,0.5591,0.7313,FALSE,Dessert Apples,0,1
fuel_petrol_price,6,0.5679,0.7559,FALSE,Dessert Apples,0,1
fuel_petrol_price,7,0.4697,0.8564,FALSE,Dessert Apples,0,1
fuel_petrol_price,8,0.412,0.9136,FALSE,Dessert Apples,0,1
fuel_diesel_price,1,0.104,0.7472,FALSE,Dessert Apples,0,1
fuel_diesel_price,2,0.8455,0.4301,FALSE,Dessert Apples,0,1
fuel_diesel_price,3,0.4983,0.6836,FALSE,Dessert Apples,0,1
fuel_diesel_price,4,0.5089,0.7292,FALSE,Dessert Apples,0,1
fuel_diesel_price,5,0.4749,0.795,FALSE,Dessert Apples,0,1
fuel_diesel_price,6,0.4672,0.8326,FALSE,Dessert Apples,0,1
fuel_diesel_price,7,0.3883,0.9091,FALSE,Dessert Apples,0,1
fuel_diesel_price,8,0.3419,0.9493,FALSE,Dessert Apples,0,1
sppi_road_freight,1,3.1445,0.077,FALSE,Dessert Apples,0,1
sppi_road_freight,2,2.7952,0.0623,FALSE,Dessert Apples,0,1
sppi_road_freight,3,2.0766,0.1028,FALSE,Dessert Apples,0,1
sppi_road_freight,4,1.475,0.2091,FALSE,Dessert Apples,0,1
sppi_road_freight,5,1.1591,0.3288,FALSE,Dessert Apples,0,1
sppi_road_freight,6,0.9589,0.453,FALSE,Dessert Apples,0,1
sppi_road_freight,7,0.8621,0.5367,FALSE,Dessert Apples,0,1
sppi_road_freight,8,0.8085,0.5954,FALSE,Dessert Apples,0,1
api_energy_and_lubricants,1,0.0107,0.9175,FALSE,Cucumbers,0,1
api_energy_and_lubricants,2,1.9078,0.15,FALSE,Cucumbers,0,1
api_energy_and_lubricants,3,2.3318,0.0741,FALSE,Cucumbers,0,1
api_energy_and_lubricants,4,1.977,0.0977,FALSE,Cucumbers,0,1
api_energy_and_lubricants,5,1.6259,0.1526,FALSE,Cucumbers,0,1
api_energy_and_lubricants,6,1.4961,0.1788,FALSE,Cucumbers,0,1
api_energy_and_lubricants,7,1.3289,0.2358,FALSE,Cucumbers,0,1
api_energy_and_lubricants,8,1.2715,0.2576,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,1,0.0048,0.945,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,2,1.6157,0.2003,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,3,1.749,0.1568,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,4,1.6234,0.168,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,5,1.3709,0.2348,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,6,1.1654,0.3245,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,7,1.0149,0.4205,FALSE,Cucumbers,0,1
api_fertilisers_and_soil_improvers,8,0.9117,0.5068,FALSE,Cucumbers,0,1
api_plant_protection_products,1,0.2859,0.5932,FALSE,Cucumbers,0,1
api_plant_protection_products,2,0.4588,0.6324,FALSE,Cucumbers,0,1
api_plant_protection_products,3,0.7115,0.5457,FALSE,Cucumbers,0,1
api_plant_protection_products,4,0.5737,0.6819,FALSE,Cucumbers,0,1
api_plant_protection_products,5,0.5303,0.7533,FALSE,Cucumbers,0,1
api_plant_protection_products,6,0.6163,0.7172,FALSE,Cucumbers,0,1
api_plant_protection_products,7,0.5338,0.8088,FALSE,Cucumbers,0,1
api_plant_protection_products,8,0.4639,0.8811,FALSE,Cucumbers,0,1
api_fresh_fruit,1,0.0319,0.8584,FALSE,Cucumbers,0,1
api_fresh_fruit,2,3.0601,0.0482,TRUE,Cucumbers,0,1
api_fresh_fruit,3,2.7281,0.0441,TRUE,Cucumbers,0,1
api_fresh_fruit,4,2.1426,0.0753,FALSE,Cucumbers,0,1
api_fresh_fruit,5,2.001,0.0781,FALSE,Cucumbers,0,1
api_fresh_fruit,6,1.7662,0.1054,FALSE,Cucumbers,0,1
api_fresh_fruit,7,1.5288,0.1567,FALSE,Cucumbers,0,1
api_fresh_fruit,8,1.3629,0.2121,FALSE,Cucumbers,0,1
api_fresh_vegetables,1,0.0484,0.8261,FALSE,Cucumbers,0,1
api_fresh_vegetables,2,0.5629,0.5701,FALSE,Cucumbers,0,1
api_fresh_vegetables,3,0.5478,0.65,FALSE,Cucumbers,0,1
api_fresh_vegetables,4,0.4121,0.79990000000000006,FALSE,Cucumbers,0,1
api_fresh_vegetables,5,0.3767,0.8646,FALSE,Cucumbers,0,1
api_fresh_vegetables,6,0.3193,0.9267,FALSE,Cucumbers,0,1
api_fresh_vegetables,7,0.3823,0.9125,FALSE,Cucumbers,0,1
api_fresh_vegetables,8,0.6344,0.7487,FALSE,Cucumbers,0,1
fuel_petrol_price,1,2.0482,0.1533,FALSE,Cucumbers,0,1
fuel_petrol_price,2,1.6856,0.1869,FALSE,Cucumbers,0,1
fuel_petrol_price,3,1.0439,0.3732,FALSE,Cucumbers,0,1
fuel_petrol_price,4,15.8862,0,TRUE,Cucumbers,0,1
fuel_petrol_price,5,13.4627,0,TRUE,Cucumbers,0,1
fuel_petrol_price,6,12.5056,0,TRUE,Cucumbers,0,1
fuel_petrol_price,7,10.6979,0,TRUE,Cucumbers,0,1
fuel_petrol_price,8,9.3209,0,TRUE,Cucumbers,0,1
fuel_diesel_price,1,1.6399,0.2012,FALSE,Cucumbers,0,1
fuel_diesel_price,2,1.4943,0.2259,FALSE,Cucumbers,0,1
fuel_diesel_price,3,1.1274,0.338,FALSE,Cucumbers,0,1
fuel_diesel_price,4,16.0881,0,TRUE,Cucumbers,0,1
fuel_diesel_price,5,13.2379,0,TRUE,Cucumbers,0,1
fuel_diesel_price,6,11.9706,0,TRUE,Cucumbers,0,1
fuel_diesel_price,7,10.3829,0,TRUE,Cucumbers,0,1
fuel_diesel_price,8,9.0747,0,TRUE,Cucumbers,0,1
sppi_road_freight,1,0.2445,0.6213,FALSE,Cucumbers,0,1
sppi_road_freight,2,0.7563,0.4702,FALSE,Cucumbers,0,1
sppi_road_freight,3,0.4185,0.7399,FALSE,Cucumbers,0,1
sppi_road_freight,4,0.787,0.5343,FALSE,Cucumbers,0,1
sppi_road_freight,5,0.6443,0.666,FALSE,Cucumbers,0,1
sppi_road_freight,6,0.7955,0.5741,FALSE,Cucumbers,0,1
sppi_road_freight,7,0.6633,0.7031,FALSE,Cucumbers,0,1
sppi_road_freight,8,1.2618,0.2632,FALSE,Cucumbers,0,1
api_energy_and_lubricants,1,0.1351,0.7135,FALSE,Strawberries,0,1
api_energy_and_lubricants,2,0.6209,0.5382,FALSE,Strawberries,0,1
api_energy_and_lubricants,3,0.3844,0.7643,FALSE,Strawberries,0,1
api_energy_and_lubricants,4,0.5215,0.72,FALSE,Strawberries,0,1
api_energy_and_lubricants,5,0.4334,0.8251,FALSE,Strawberries,0,1
api_energy_and_lubricants,6,0.3611,0.903,FALSE,Strawberries,0,1
